,ROME_PROFESSION_CARD_CODE,TXT_NAME
1506,A1201,Il est également accessible avec une expérience professionnelle dans le même secteur sans diplôme particulier.
1507,A1201,"Un diplôme de niveau Bac (Bac Professionnel, Brevet de Technicien Agricole, ...) en gestion et conduite de travaux forestiers peut être demandé pour les fonctions d'encadrement."
1508,A1202,Cet emploi/métier est accessible avec un CAP/BEP agricole en entretien et aménagement des espaces naturels ruraux.
1509,A1202,Il est également accessible avec une expérience professionnelle sans diplôme particulier.
1510,A1202,La vaccination anti-tétanique peut être requise.
1511,A1202,Un ou plusieurs Certificat(s) d'Aptitude à la Conduite En Sécurité -CACES- conditionné(s) par une aptitude médicale à renouveler périodiquement peu(ven)t être exigé(s).
1512,A1202,"Les permis BE, C, C1 (précédemment EB et C) peuvent être requis."
1513,A1203,"Cet emploi/métier est accessible avec un CAP/BEP Agricole en horticulture, travaux paysagers, ..."
1514,A1203,Il est également accessible avec une expérience professionnelle dans le secteur sans diplôme particulier.
1515,A1203,"Un Bac professionnel ou un BTS Agricole en horticulture, travaux paysagers, ... peut être demandé pour les fonctions d'encadrement."
1516,A1203,"Les recrutements peuvent être ouverts sur contrat de travail saisonnier, à durée déterminée ou sur vacation."
1517,A1203,Un ou plusieurs Certificat(s) d'Aptitude à la Conduite En Sécurité -CACES- conditionné(s) par une aptitude médicale à renouveler périodiquement peu(ven)t être exigé(s).
1518,A1203,"Les permis BE, C, C1 (précédemment EB et C) peuvent être requis."
1519,A1204,Cet emploi/métier est accessible avec un CAP/BEP agricole en aménagement des espaces naturels.
1520,A1204,"Un Brevet de Technicien Agricole en aménagement de l'espace, gestion de la faune sauvage ou un BTS Agricole en gestion et protection de la nature peut être demandé pour les postes de technicien cynégétique."
1521,A1204,"Un diplôme de niveau Bac à Bac + 2 (BTS, DUT) dans les domaines de l'eau et de la protection de l'environnement peut être demandé pour les postes de technicien de rivière."
1522,A1204,"Une bonne condition physique (acuité visuelle, ...) est requise."
1523,A1205,Cet emploi/métier est accessible avec un CAP/BEP Agricole en travaux forestiers et sylviculture.
1524,A1205,Il est également accessible avec une expérience professionnelle dans le même secteur sans diplôme particulier.
1525,A1205,"Un diplôme de niveau Bac (Bac Professionnel, Brevet de Technicien Agricole) à Bac+2 (BTS Agricole) en gestion et conduite de travaux forestiers peut être demandé pour les fonctions d'encadrement."
1526,A1205,"Des vaccinations spécifiques (anti-rabique, ...) peuvent être requises."
1527,A1301,"Cet emploi/métier est accessible à partir d'un BTS Agricole en agriculture, génie rural, environnement, ..."
1528,A1301,"Un Master (diplôme d'ingénieur, Master recherche en droit rural, école de commerce, ...) est requis pour les postes de conseillers."
1529,A1301,Son accès dans les collectivités territoriales et organismes publics s'effectue sur concours.
1530,A1302,Cet emploi/métier est accessible avec un Bac professionnel en Bio-industries de transformation ou avec un BTS Agricole en industrie alimentaire.
1531,A1302,Son accès aux Instances Vétérinaires s'effectue sur concours avec un Bac.
1532,A1303,"Cet emploi/métier est accessible avec un Master (diplôme d'ingénieur, Master recherche, ...) en agriculture, agronomie, environnement, aménagement."
1533,A1303,"Un Doctorat est requis pour les chercheurs en agronomie, génie rural, environnement, ..."
1534,A1303,"Il est également accessible avec un BTS Agricole en production animale, technologies végétales, ... complété par une expérience professionnelle de 5 à 10 ans."
1535,A1303,Son accès dans les collectivités territoriales et organismes publics s'effectue sur concours.
1536,A1303,"La pratique d'une langue étrangère, en particulier l'anglais, peut être requise."
1537,A1401,Cet emploi/métier est accessible sans diplôme ni expérience professionnelle.
1538,A1401,Les recrutements peuvent être ouverts sur contrats de travail saisonniers.
1539,A1402,Cet emploi/métier est accessible sans diplôme ni expérience professionnelle.
1540,A1402,Les recrutements peuvent être ouverts sur contrats de travail saisonniers.
1541,A1403,Cet emploi/métier est accessible sans diplôme ni expérience professionnelle.
1542,A1403,Les recrutements peuvent être ouverts sur contrat de travail saisonnier.
1543,A1404,"Cet emploi/métier est accessible avec un BEP Agricole ou un diplôme de niveau Bac (Brevet de Technicien Agricole, Brevet Professionnel, Bac Professionnel, ...) en aquaculture, productions aquacoles."
1544,A1404,Il est également accessible avec une expérience professionnelle en aquaculture sans diplôme particulier.
1545,A1404,Un BTS Agricole en productions aquacoles peut être demandé pour les fonctions d'encadrement.
1546,A1404,Un Brevet Professionnel de Responsable d'Exploitation Agricole -BPREA- est requis pour l'obtention de financements spécifiques (prêts bonifiés) destinés à faciliter l'installation des jeunes agriculteurs.
1547,A1404,Un ou plusieurs Certificat(s) d'Aptitude à la Conduite en Sécurité -CACES- conditionné(s) par une aptitude médicale à renouveler périodiquement peu(ven)t être requis.
1548,A1404,Le Certificat d'Initiation à la Navigation -CIN- et le premier niveau de plongée peuvent être demandés.
1549,A1405,"Cet emploi/métier est accessible avec un CAP/BEP Agricole en conduite de production agricole option vigne et vin, en production horticole option production fruitière."
1550,A1405,Il est également accessible avec une expérience professionnelle dans le secteur sans diplôme particulier.
1551,A1405,Un Bac professionnel ou BTS Agricole en viticulture-oenologie peut être demandé pour les fonctions d'encadrement en viticulture.
1552,A1405,Un Brevet Professionnel de Responsable d'Exploitation Agricole -BPREA- est requis pour l'obtention de financements spécifiques (prêts bonifiés) destinés à faciliter l'installation des jeunes agriculteurs.
1553,A1405,Un ou plusieurs Certificat(s) d'Aptitude à la Conduite En Sécurité -CACES- conditionné(s) par une aptitude médicale à renouveler périodiquement peu(vent)t être demandé(s).
1554,A1406,"Cet emploi/métier est accessible avec un certificat de capacité ou un brevet dans les secteurs de la pêche et de la navigation maritime (brevet de patron de pêche, de lieutenant de pêche, ...)."
1555,A1406,Une expérience professionnelle dans le domaine de la navigation est requise.
1556,A1406,La formation Prévention et Secours Civiques de niveau 1 -PSC1- peut être demandée.
1557,A1406,"La pratique d'une langue étrangère, en particulier l'anglais, peut être requise."
1558,A1407,"Cet emploi/métier est accessible avec un CAP/BEP Agricole en productions animales et agricoles, agriculture et élevage."
1559,A1407,Il est également accessible avec une expérience professionnelle en élevage sans diplôme particulier.
1560,A1407,Un Bac Professionnel ou un BTS Agricole en gestion et conduite d'exploitation agricole ou en productions animales peut être demandé pour les fonctions d'encadrement.
1561,A1407,Un Brevet Professionnel de Responsable d'Exploitation Agricole -BPREA- est requis pour l'obtention de financements spécifiques (prêts bonifiés) destinés à faciliter l'installation des jeunes agriculteurs.
1562,A1407,Des permis et habilitations spécifiques sont requis pour le transport des animaux.
1563,A1408,"Cet emploi/métier est accessible avec un CAP/BEP Agricole en productions animales, élevage spécialisé (canin et félin, apiculture, ...)."
1564,A1408,Il est également accessible avec une expérience professionnelle dans le secteur sans diplôme particulier.
1565,A1408,"Un certificat de capacité délivré par le Ministère de l'Agriculture ou le Ministère de l'Environnement est requis pour la détention et la vente d'animaux (domestiques, rares, sauvages, non domestiques, ...)."
1566,A1408,Les recrutements peuvent être ouverts sur contrats de travail saisonniers.
1567,A1409,"Cet emploi/métier est accessible avec un CAP/BEP Agricole en productions animales et agricoles, agriculture et élevage, élevage spécialisé (aviculture, cuniculiculture, ...)."
1568,A1409,Il est également accessible avec une expérience professionnelle en élevage sans diplôme particulier.
1569,A1409,Un Bac Professionnel ou un BTS Agricole en gestion et conduite d'exploitation agricole ou en productions animales peut être demandé pour les fonctions d'encadrement.
1570,A1409,"Un certificat de production, transformation et commercialisation des palmipèdes à foie gras peut être requis pour les postes de gaveur."
1571,A1409,Les recrutements peuvent être ouverts sur contrats de travail saisonniers.
1572,A1409,Un Brevet Professionnel de Responsable d'Exploitation Agricole -BPREA- est requis pour l'obtention de financements spécifiques (prêts bonifiés) destinés à faciliter l'installation des jeunes agriculteurs.
